id,latitude,longitude,name,type,color
691,54.588726,-5.895389,Tesco Superstore Castlereagh Road,Heineken,00529d,
692,51.5029,-2.601463,Tesco Express Greystoke Avenue,Heineken,00529d,
693,52.479717,-1.893575,Tesco Express Birmingham Carrs Lane,Heineken,00529d,
694,52.4619,-1.814508,Tesco Extra Yardley,Heineken,00529d,
695,52.480964,-1.474764,Tesco Extra Bedworth,Heineken,00529d,
696,54.595316,-5.934167,Tesco Express Belfast Great Victoria Street,Heineken,00529d,
697,56.154077,-3.945055,Tesco Express Bridge Of Allan High St,Heineken,00529d,
698,51.460791,-2.530969,Tesco Express Bristol Bell Hill Road,Heineken,00529d,
699,52.136032,-0.471017,Tesco Metro Bedford,Heineken,00529d,
700,50.730659,-1.854419,Tesco Express Holdenhurst Road,Heineken,00529d,
701,56.000854,-3.887392,Tesco Express Bonnybridge Bridge Street,Heineken,00529d,
702,51.626442,0.428354,Tesco Express Billericay Meadow Rise,Heineken,00529d,
703,51.381012,-2.362662,Tesco Express Bath Westgate Building,Heineken,00529d,
704,50.845194,-0.194161,Tesco Express Westway Hove,Heineken,00529d,
705,52.154287,-0.465714,Tesco Express Bedford Brickhill Drive,Heineken,00529d,
706,52.513272,-1.938068,Tesco Express Handsworth Oxhill Road,Heineken,00529d,
707,52.445423,-1.934338,Tesco Express Birmingham Bristol Road,Heineken,00529d,
708,52.78757,-1.618173,Tesco Express Copper Hawthorn Burton,Heineken,00529d,
709,53.177786,-4.058844,Tesco Express Bethesda High Street,Heineken,00529d,
710,50.798944,-0.692445,Tesco Express Bognor Regis,Heineken,00529d,
711,51.330099,-0.78568,Tesco Express Blackwater London,Heineken,00529d,
712,52.396358,-1.880916,Tesco Express Birmingham Alcester,Heineken,00529d,
713,51.413274,-3.256687,Tesco Express Barry Road,Heineken,00529d,
714,54.101394,-3.249382,Tesco Express Barrow Walney Island,Heineken,00529d,
715,51.629478,0.344965,Tesco Express Brentwood,Heineken,00529d,
716,51.495032,-2.574697,Tesco Express Bristol Filton Avenue,Heineken,00529d,
717,53.563964,-1.498711,Tesco Express Barnsley Huddersfield Road,Heineken,00529d,
718,53.321319,-4.22641,Tesco Express Benllech Anglesey,Heineken,00529d,
719,51.862344,0.155855,Tesco Express Havers Lane,Heineken,00529d,
720,51.379539,-0.083657,Tesco Express Croydon Addiscombe Esso,Heineken,00529d,
721,55.46671,-4.289273,Tesco Superstore Auchinleck,Heineken,00529d,
722,52.254568,0.01814,Tesco Extra Cambridge Bar Hill,Heineken,00529d,
723,51.525055,-3.325178,Tesco Express Cregiau,Heineken,00529d,
724,51.946475,-2.061917,Tesco Superstore Cheltenham Bishops Cleeve,Heineken,00529d,
725,51.811374,1.024931,Tesco Express Brightlingsea,Heineken,00529d,
726,52.692184,-1.998478,Tesco Superstore Cannock,Heineken,00529d,
727,52.088799,-4.646592,Tesco Superstore Cardigan,Heineken,00529d,
728,53.133453,-4.27092,Tesco Superstore Caernarfon South Road,Heineken,00529d,
729,54.897051,-2.893484,Tesco Superstore Carlisle Warwick Road,Heineken,00529d,
730,52.229928,0.136792,Tesco Express Cambridge Campkin Road,Heineken,00529d,
731,51.57428,-3.21955,Tesco Metro Caerphilly,Heineken,00529d,
732,52.211429,0.143413,Tesco Superstore Cambridge Newmarket Road,Heineken,00529d,
733,52.18755,0.17366,Tesco Express Cherry Hinton,Heineken,00529d,
734,51.497962,-3.206044,Tesco Extra Cardiff,Heineken,00529d,
735,51.487542,-3.127273,Tesco Extra Cardiff Pengam,Heineken,00529d,
736,55.428534,-5.607969,Tesco Metro Campbeltown,Heineken,00529d,
737,50.214839,-5.291826,Tesco Superstore Camborne,Heineken,00529d,
738,51.49306,-3.170638,Tesco Metro Cardiff Roath,Heineken,00529d,
739,51.480985,-3.200772,Tesco Metro Cardiff Canton,Heineken,00529d,
740,54.892796,-2.935829,Tesco Metro Carlisle Victoria Viaduct,Heineken,00529d,
741,54.374597,-1.723895,Tesco Superstore Catterick Garrison,Heineken,00529d,
742,51.38035,0.531138,Tesco Superstore Chatham,Heineken,00529d,
743,50.874081,-2.954273,Tesco Superstore Chard,Heineken,00529d,
744,53.192681,-2.887384,Tesco Superstore Chester,Heineken,00529d,
745,53.249126,-1.445446,Tesco Express Chesterfield Esso,Heineken,00529d,
746,50.834465,-0.801127,Tesco Extra Chichester,Heineken,00529d,
747,51.902017,-2.07591,Tesco Metro Cheltenham,Heineken,00529d,
748,51.641088,-2.671514,Tesco Superstore Chepstow,Heineken,00529d,
749,51.290405,-0.100938,Tesco Superstore Caterham,Heineken,00529d,
750,53.65603,-2.658743,Tesco Extra Chorley,Heineken,00529d,
751,54.85877,-1.577426,Tesco Superstore Chester-le-street,Heineken,00529d,
752,51.705983,-1.952804,Tesco Extra Cirencester,Heineken,00529d,
753,51.905974,-2.086862,Tesco Superstore Cheltenham,Heineken,00529d,
